sample_id,category,approx_age_years,condition,user_intention,powers_on,screen_condition,battery_condition,damage_severity,battery_swollen,battery_leaking,overheating_evidence,severe_physical_damage,is_safety_hazard,recommended_action
DEV-42-001909,LAPTOP,1.8,PARTIALLY_WORKING,REPAIR,YES,CRACKED,NORMAL,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-001910,WASHING_MACHINE,7.6,PARTIALLY_WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001911,DESKTOP,2.8,HAZARDOUS,REFURBISH,YES,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,True,False,True,SPECIAL_HANDLING
DEV-42-001912,TELEVISION,3.3,NOT_WORKING,REFURBISH_AND_SELL,NO,CRACKED,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-001913,CABLE,0.8,WORKING,REPAIR,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-001914,MOBILE_PHONE,2.7,WORKING,REPAIR,YES,INTACT,DEGRADED,NONE,False,False,False,False,False,REFURBISH
DEV-42-001915,MOBILE_PHONE,1.6,PARTIALLY_WORKING,REFURBISH,YES,MINOR_SCRATCHES,NORMAL,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-001916,OTHER,6.0,NOT_WORKING,UNSURE,YES,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-001917,CHARGER,2.7,PARTIALLY_WORKING,RECYCLE,NO,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001918,CHARGER,2.7,PARTIALLY_WORKING,REPAIR,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001919,CABLE,2.5,DAMAGED,KEEP_USING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001920,CABLE,1.7,PARTIALLY_WORKING,UNSURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001921,MONITOR,4.0,PARTIALLY_WORKING,UNSURE,NO,MINOR_SCRATCHES,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001922,BATTERY,0.9,PARTIALLY_WORKING,REPAIR,NOT_APPLICABLE,NOT_APPLICABLE,NORMAL,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001923,LAPTOP,2.5,NOT_WORKING,RECYCLE,NO,SHATTERED_NOT_WORKING,DEGRADED,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-001924,TELEVISION,2.5,PARTIALLY_WORKING,RECYCLE,YES,MINOR_SCRATCHES,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-001925,LAPTOP,7.2,WORKING,REPAIR,YES,INTACT,DEAD,NONE,False,False,False,False,False,RECYCLE
DEV-42-001926,AIR_CONDITIONER,9.7,PARTIALLY_WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001927,CHARGER,2.7,WORKING,RECYCLE,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-001928,TELEVISION,5.2,WORKING,REPAIR,YES,INTACT,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,DONATE
DEV-42-001929,MOBILE_PHONE,2.3,PARTIALLY_WORKING,REPAIR,YES,DEAD_PIXELS_BLEED,NORMAL,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001930,DESKTOP,1.8,WORKING,RECYCLE,NO,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-001931,CHARGER,2.3,WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,DONATE
DEV-42-001932,LAPTOP,3.3,NOT_WORKING,RECYCLE,NO,SHATTERED_NOT_WORKING,DEGRADED,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-001933,MOBILE_PHONE,3.5,WORKING,REFURBISH_AND_SELL,YES,INTACT,NORMAL,NONE,False,False,False,False,False,DONATE
DEV-42-001934,REFRIGERATOR,10.6,PARTIALLY_WORKING,REFURBISH_AND_SELL,NO,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001935,TELEVISION,4.5,WORKING,RECYCLE,NO,INTACT,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001936,MOBILE_PHONE,4.0,NOT_WORKING,REPAIR,NO,CRACKED,DEGRADED,NONE,False,False,False,False,False,RECYCLE
DEV-42-001937,MONITOR,6.8,PARTIALLY_WORKING,KEEP_USING,YES,INTACT,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-001938,MOBILE_PHONE,1.4,WORKING,REFURBISH_AND_SELL,YES,MINOR_SCRATCHES,NORMAL,MINOR_COSMETIC,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-001939,MOBILE_PHONE,3.2,WORKING,REFURBISH_AND_SELL,YES,INTACT,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,DONATE
DEV-42-001940,MOBILE_PHONE,1.2,WORKING,REFURBISH_AND_SELL,YES,INTACT,NORMAL,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-001941,PRINTER,2.9,WORKING,UNSURE,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,DONATE
DEV-42-001942,PRINTER,3.5,NOT_WORKING,UNSURE,NO,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001943,MOBILE_PHONE,4.4,WORKING,REPAIR,YES,INTACT,NORMAL,NONE,False,False,False,False,False,DONATE
DEV-42-001944,MOBILE_PHONE,2.8,WORKING,REFURBISH,YES,INTACT,DEGRADED,NONE,False,False,False,False,False,REFURBISH
DEV-42-001945,KEYBOARD,1.9,WORKING,REFURBISH_AND_SELL,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,KEEP_USING
DEV-42-001946,MOBILE_PHONE,3.7,NOT_WORKING,DONATE,NO,SHATTERED_NOT_WORKING,DEAD,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-001947,LAPTOP,10.8,DAMAGED,RECYCLE,NO,DEAD_PIXELS_BLEED,DEGRADED,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-001948,PRINTER,2.8,WORKING,KEEP_USING,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,DONATE
DEV-42-001949,BATTERY,0.8,DAMAGED,REPAIR,NOT_APPLICABLE,NOT_APPLICABLE,NORMAL,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-001950,LAPTOP,3.0,PARTIALLY_WORKING,DONATE,YES,DEAD_PIXELS_BLEED,DEGRADED,NONE,False,False,False,False,False,REPAIR
DEV-42-001951,MOBILE_PHONE,10.0,NOT_WORKING,RECYCLE,NO,CRACKED,DEAD,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-001952,CHARGER,3.4,PARTIALLY_WORKING,REFURBISH,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001953,MOBILE_PHONE,1.0,HAZARDOUS,DONATE,YES,CRACKED,NORMAL,NONE,True,False,False,True,True,SPECIAL_HANDLING
DEV-42-001954,MONITOR,4.1,PARTIALLY_WORKING,UNSURE,YES,MINOR_SCRATCHES,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-001955,AIR_CONDITIONER,9.9,DAMAGED,RECYCLE,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-001956,MONITOR,9.7,DAMAGED,KEEP_USING,NO,DEAD_PIXELS_BLEED,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-001957,MONITOR,6.6,PARTIALLY_WORKING,REPAIR,YES,INTACT,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001958,MOUSE,2.3,WORKING,REFURBISH_AND_SELL,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-001959,PRINTER,3.3,NOT_WORKING,RECYCLE,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-001960,CHARGER,0.8,NOT_WORKING,UNSURE,NO,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-001961,AIR_CONDITIONER,4.1,WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-001962,MOBILE_PHONE,4.9,DAMAGED,REFURBISH_AND_SELL,YES,CRACKED,DEGRADED,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-001963,KEYBOARD,5.6,NOT_WORKING,UNSURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-001964,MOBILE_PHONE,5.3,PARTIALLY_WORKING,DONATE,NO,INTACT,NORMAL,NONE,False,False,False,False,False,RECYCLE
DEV-42-001965,BATTERY,2.4,WORKING,REPAIR,NOT_APPLICABLE,NOT_APPLICABLE,NORMAL,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001966,CABLE,1.6,DAMAGED,RECYCLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-001967,REFRIGERATOR,5.1,PARTIALLY_WORKING,REPAIR,NO,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001968,LAPTOP,3.6,PARTIALLY_WORKING,DONATE,NO,INTACT,DEGRADED,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-001969,MOBILE_PHONE,2.0,PARTIALLY_WORKING,REFURBISH,YES,INTACT,NORMAL,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-001970,PRINTER,3.1,HAZARDOUS,RECYCLE,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,True,False,True,SPECIAL_HANDLING
DEV-42-001971,LAPTOP,4.3,WORKING,REFURBISH_AND_SELL,YES,INTACT,NORMAL,NONE,False,False,False,False,False,DONATE
DEV-42-001972,PRINTER,4.5,DAMAGED,REPAIR,NO,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-001973,AIR_CONDITIONER,2.9,PARTIALLY_WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,REPAIR
DEV-42-001974,TELEVISION,4.3,PARTIALLY_WORKING,REFURBISH_AND_SELL,YES,MINOR_SCRATCHES,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-001975,LAPTOP,2.8,PARTIALLY_WORKING,RECYCLE,YES,MINOR_SCRATCHES,NORMAL,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-001976,BATTERY,1.7,WORKING,RECYCLE,NOT_APPLICABLE,NOT_APPLICABLE,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001977,DESKTOP,4.3,PARTIALLY_WORKING,REPAIR,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,REPAIR
DEV-42-001978,DESKTOP,2.4,DAMAGED,REFURBISH,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-001979,MOUSE,3.5,WORKING,RECYCLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-001980,MOBILE_PHONE,1.5,HAZARDOUS,RECYCLE,YES,INTACT,DEAD,HEAVY,True,False,False,False,True,SPECIAL_HANDLING
DEV-42-001981,LAPTOP,2.2,PARTIALLY_WORKING,DONATE,YES,INTACT,NORMAL,MODERATE,False,False,False,False,False,DONATE
DEV-42-001982,MOBILE_PHONE,5.3,NOT_WORKING,DONATE,NO,DEAD_PIXELS_BLEED,NORMAL,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-001983,MOBILE_PHONE,2.7,PARTIALLY_WORKING,RECYCLE,YES,MINOR_SCRATCHES,DEGRADED,NONE,False,False,False,False,False,RECYCLE
DEV-42-001984,MOBILE_PHONE,2.4,PARTIALLY_WORKING,KEEP_USING,YES,DEAD_PIXELS_BLEED,NORMAL,NONE,False,False,False,False,False,RECYCLE
DEV-42-001985,LAPTOP,1.3,PARTIALLY_WORKING,REFURBISH,YES,INTACT,NORMAL,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-001986,MOBILE_PHONE,5.6,NOT_WORKING,DONATE,NO,MINOR_SCRATCHES,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001987,TELEVISION,4.9,WORKING,UNSURE,YES,INTACT,NOT_APPLICABLE,NONE,False,False,False,False,False,DONATE
DEV-42-001988,PRINTER,2.5,PARTIALLY_WORKING,REPAIR,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-001989,CABLE,1.2,PARTIALLY_WORKING,KEEP_USING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-001990,CHARGER,3.1,WORKING,RECYCLE,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-001991,WASHING_MACHINE,11.2,NOT_WORKING,UNSURE,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-001992,MOBILE_PHONE,3.4,PARTIALLY_WORKING,UNSURE,NO,MINOR_SCRATCHES,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001993,MOBILE_PHONE,2.0,DAMAGED,RECYCLE,YES,DEAD_PIXELS_BLEED,NORMAL,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-001994,LAPTOP,8.9,PARTIALLY_WORKING,DONATE,YES,INTACT,DEAD,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-001995,MOBILE_PHONE,1.6,PARTIALLY_WORKING,KEEP_USING,YES,DEAD_PIXELS_BLEED,NORMAL,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-001996,DESKTOP,12.8,NOT_WORKING,REFURBISH,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,True,False,True,SPECIAL_HANDLING
DEV-42-001997,DESKTOP,14.1,NOT_WORKING,RECYCLE,NO,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-001998,AIR_CONDITIONER,6.2,PARTIALLY_WORKING,RECYCLE,YES,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-001999,LAPTOP,3.3,PARTIALLY_WORKING,REFURBISH,NO,MINOR_SCRATCHES,NORMAL,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-002000,LAPTOP,7.3,DAMAGED,REFURBISH,YES,DEAD_PIXELS_BLEED,NORMAL,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-002001,MONITOR,3.9,PARTIALLY_WORKING,DONATE,YES,INTACT,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,DONATE
DEV-42-002002,DESKTOP,9.6,PARTIALLY_WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-002003,MOUSE,1.6,DAMAGED,UNSURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-002004,MOBILE_PHONE,2.3,PARTIALLY_WORKING,RECYCLE,YES,INTACT,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-002005,PRINTER,3.8,WORKING,RECYCLE,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-002006,KEYBOARD,11.5,WORKING,DONATE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-002007,LAPTOP,1.3,WORKING,KEEP_USING,YES,INTACT,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-002008,LAPTOP,8.2,DAMAGED,RECYCLE,YES,INTACT,DEGRADED,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-002009,CABLE,0.9,PARTIALLY_WORKING,REPAIR,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-002010,CABLE,4.9,HAZARDOUS,RECYCLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,True,True,SPECIAL_HANDLING
DEV-42-002011,MOBILE_PHONE,4.6,DAMAGED,REPAIR,NO,SHATTERED_NOT_WORKING,NORMAL,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-002012,LAPTOP,3.1,NOT_WORKING,RECYCLE,NO,CRACKED,NORMAL,NONE,False,False,False,False,False,RECYCLE
DEV-42-002013,MOBILE_PHONE,3.0,WORKING,KEEP_USING,YES,INTACT,DEGRADED,NONE,False,False,False,False,False,REFURBISH
DEV-42-002014,LAPTOP,3.7,DAMAGED,UNSURE,NO,CRACKED,DEAD,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-002015,TELEVISION,6.0,PARTIALLY_WORKING,REFURBISH,YES,INTACT,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-002016,MOBILE_PHONE,5.1,WORKING,REPAIR,YES,INTACT,DEAD,NONE,False,False,False,False,False,RECYCLE
DEV-42-002017,LAPTOP,3.6,PARTIALLY_WORKING,REFURBISH_AND_SELL,YES,INTACT,NORMAL,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-002018,MOBILE_PHONE,3.9,PARTIALLY_WORKING,REFURBISH,YES,DEAD_PIXELS_BLEED,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-002019,DESKTOP,1.8,WORKING,REFURBISH,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-002020,LAPTOP,3.7,PARTIALLY_WORKING,UNSURE,YES,CRACKED,DEGRADED,NONE,False,False,False,False,False,RECYCLE
DEV-42-002021,KEYBOARD,2.8,PARTIALLY_WORKING,DONATE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-002022,REFRIGERATOR,8.1,PARTIALLY_WORKING,RECYCLE,NO,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-002023,MOBILE_PHONE,2.5,DAMAGED,REFURBISH_AND_SELL,NO,SHATTERED_NOT_WORKING,NORMAL,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-002024,BATTERY,1.3,PARTIALLY_WORKING,UNSURE,NOT_APPLICABLE,NOT_APPLICABLE,NORMAL,NONE,False,False,False,False,False,RECYCLE
DEV-42-002025,LAPTOP,3.5,WORKING,REFURBISH,YES,INTACT,NORMAL,MINOR_COSMETIC,False,False,False,False,False,DONATE
DEV-42-002026,KEYBOARD,5.3,DAMAGED,UNSURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-002027,DESKTOP,6.6,PARTIALLY_WORKING,REPAIR,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-002028,DESKTOP,6.1,NOT_WORKING,REFURBISH,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-002029,OTHER,2.2,PARTIALLY_WORKING,DONATE,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-002030,LAPTOP,5.8,HAZARDOUS,UNSURE,NO,CRACKED,DEGRADED,MODERATE,True,False,False,False,True,SPECIAL_HANDLING
DEV-42-002031,MOBILE_PHONE,4.0,WORKING,UNSURE,YES,INTACT,NORMAL,NONE,False,False,False,False,False,DONATE
DEV-42-002032,LAPTOP,1.4,WORKING,UNSURE,YES,INTACT,DEGRADED,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-002033,MOUSE,3.2,DAMAGED,UNSURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-002034,CABLE,4.2,PARTIALLY_WORKING,RECYCLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-002035,MOBILE_PHONE,2.5,PARTIALLY_WORKING,REPAIR,YES,CRACKED,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-002036,MOUSE,2.1,DAMAGED,REPAIR,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-002037,LAPTOP,4.5,PARTIALLY_WORKING,REPAIR,NO,INTACT,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-002038,MOUSE,2.2,NOT_WORKING,REPAIR,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-002039,MOBILE_PHONE,4.7,PARTIALLY_WORKING,KEEP_USING,YES,MINOR_SCRATCHES,NORMAL,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-002040,LAPTOP,7.3,HAZARDOUS,UNSURE,NO,CRACKED,DEGRADED,HEAVY,True,True,False,True,True,SPECIAL_HANDLING
DEV-42-002041,MONITOR,1.7,WORKING,REFURBISH,YES,INTACT,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-002042,PRINTER,5.1,PARTIALLY_WORKING,REPAIR,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-002043,BATTERY,1.0,WORKING,REFURBISH,NOT_APPLICABLE,NOT_APPLICABLE,NORMAL,MINOR_COSMETIC,False,False,False,False,False,KEEP_USING
DEV-42-002044,TELEVISION,2.2,WORKING,RECYCLE,YES,INTACT,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-002045,MOBILE_PHONE,1.8,WORKING,RECYCLE,YES,INTACT,DEGRADED,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-002046,LAPTOP,4.2,WORKING,REFURBISH_AND_SELL,YES,INTACT,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,DONATE
DEV-42-002047,MONITOR,6.6,HAZARDOUS,REFURBISH,NO,MINOR_SCRATCHES,NOT_APPLICABLE,HEAVY,False,False,True,True,True,SPECIAL_HANDLING
DEV-42-002048,MONITOR,2.7,WORKING,REPAIR,YES,INTACT,NOT_APPLICABLE,NONE,False,False,False,False,False,DONATE
DEV-42-002049,TELEVISION,10.1,DAMAGED,RECYCLE,YES,INTACT,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-002050,MOUSE,2.7,PARTIALLY_WORKING,REFURBISH_AND_SELL,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-002051,BATTERY,3.5,PARTIALLY_WORKING,DONATE,NOT_APPLICABLE,NOT_APPLICABLE,DEAD,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-002052,BATTERY,3.3,PARTIALLY_WORKING,REFURBISH_AND_SELL,NOT_APPLICABLE,NOT_APPLICABLE,DEAD,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-002053,MOBILE_PHONE,3.4,DAMAGED,REPAIR,YES,SHATTERED_NOT_WORKING,DEGRADED,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-002054,BATTERY,2.3,WORKING,REPAIR,NOT_APPLICABLE,NOT_APPLICABLE,NORMAL,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-002055,LAPTOP,5.6,NOT_WORKING,KEEP_USING,NO,DEAD_PIXELS_BLEED,NORMAL,NONE,False,False,False,False,False,RECYCLE
DEV-42-002056,REFRIGERATOR,11.2,DAMAGED,REPAIR,YES,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-002057,TELEVISION,7.0,WORKING,KEEP_USING,YES,INTACT,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,DONATE
DEV-42-002058,LAPTOP,3.0,NOT_WORKING,RECYCLE,YES,CRACKED,NORMAL,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-002059,MOBILE_PHONE,5.0,HAZARDOUS,REFURBISH,YES,DEAD_PIXELS_BLEED,DEAD,MODERATE,True,True,False,False,True,SPECIAL_HANDLING
DEV-42-002060,MONITOR,3.5,NOT_WORKING,KEEP_USING,NO,CRACKED,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-002061,CHARGER,4.8,DAMAGED,REFURBISH_AND_SELL,NO,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-002062,LAPTOP,11.8,DAMAGED,RECYCLE,YES,DEAD_PIXELS_BLEED,DEGRADED,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-002063,DESKTOP,2.6,PARTIALLY_WORKING,DONATE,YES,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,REPAIR
DEV-42-002064,TELEVISION,2.2,WORKING,REPAIR,YES,INTACT,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-002065,BATTERY,2.3,DAMAGED,REPAIR,NOT_APPLICABLE,NOT_APPLICABLE,DEGRADED,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-002066,CHARGER,7.4,NOT_WORKING,REFURBISH,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-002067,WASHING_MACHINE,10.4,PARTIALLY_WORKING,UNSURE,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-002068,DESKTOP,3.3,WORKING,UNSURE,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,DONATE
